Taranaki,6,3002,2006,372,Jersey,0,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,0,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,0,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3002,2006,372,Jersey,1,30,181.0666667,0.569183595
Taranaki,6,3059,2006,311,Jersey,0,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,0,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
Taranaki,6,3059,2006,311,Jersey,1,58,220.8928571,0.518793816
